,dataset_name,neighbors,train_perc,trial_number,acc_appnp,rec_appnp,prec_appnp,acc_hgnn,rec_hgnn,prec_hgnn,acc_hypergcn,rec_hypergcn,prec_hypergcn,acc_sgc,rec_sgc,prec_sgc,acc_sce,rec_sce,prec_sce,acc_hols_labels_features,rec_hols_labels_features,prec_hols_labels_features,p,α
0,cora-cit,7,0.052,1,81.18955512572535,79.07153359404757,80.70343751639064,61.992263056092845,57.674952324708364,63.74873518107657,63.34622823984526,72.32349612934594,64.82688301601162,29.061895551257255,34.44565480513193,76.22751579970831,80.51257253384912,79.90200087659746,80.1357489192098,71.76015473887814,68.50226087934645,70.94121404988336,0.5,0.5
