,dataset_name,neighbors,train_perc,trial_number,acc_appnp,rec_appnp,prec_appnp,acc_hgnn,rec_hgnn,prec_hgnn,acc_hypergcn,rec_hypergcn,prec_hypergcn,acc_sgc,rec_sgc,prec_sgc,acc_sce,rec_sce,prec_sce,acc_hols_labels_features,rec_hols_labels_features,prec_hols_labels_features,p,α
0,citeseer,7,0.042,1,63.59918200408998,56.379202919867,59.798686136056034,58.94683026584867,54.64978083076887,58.76509973276001,44.93865030674847,57.0657395509201,36.15978639052765,50.81799591002045,47.779021197870215,57.864990730104935,61.809815950920246,55.91935157213651,56.724391450337016,72.08588957055214,64.6673886395151,71.83426639803953,0.5,0.5
