,dataset_name,neighbors,train_perc,trial_number,acc_appnp,rec_appnp,prec_appnp,acc_hgnn,rec_hgnn,prec_hgnn,acc_hypergcn,rec_hypergcn,prec_hypergcn,acc_sgc,rec_sgc,prec_sgc,acc_sce,rec_sce,prec_sce,acc_hols_labels_features,rec_hols_labels_features,prec_hols_labels_features,p,α
0,cora-author,7,0.052,1,68.07511737089203,62.44407354255955,66.03691365496103,60.610328638497656,55.69887018792562,60.43269752010385,60.093896713615024,67.7081788635631,62.343916770011155,30.751173708920188,51.59420289855072,65.19584709768759,69.71830985915493,66.1593408822852,66.5593702248177,71.87793427230046,68.83072900836324,70.5705404503836,0.5,0.5
